model,dataset_name,variant,structure_info,init_layers_X,hidden,layers,hops,fixed_splits,resnet,layer_norm,att_hopwise_distinct,fuse_hop,normalization,online_cs,lambda_pen,lambda_2hop,threshold,comm_size,approach,split,lr,weight_decay,dropout,test_mean,test_std,runtime_average,epoch_average,cs_time,cs_nmi,cs_nmi_std,cs_jaccard,cs_jaccard_std,cs_f1,cs_f1_std
qdgnn_acm,cora,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.5548440065681446,0.23508825384149495,10.866936302185058,109.76703335540464,0.6743384089786559,0.0,0.0,0.8752,0.0,0.9334,0.0
coclep_acm,cora,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.42561576354679803,0.14071741832870674,69.96234571933746,706.6903608013885,0.6474052659794688,0.0,0.0,0.1894,0.0,0.3185,0.0
k_core,cora,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0001462999195791781,0.0,0.0,0.1834,0.0,0.31,0.0
k_truss,cora,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0001503372797742486,0.0,0.0,0.2234,0.0,0.3653,0.0
clique,cora,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.00013809728203341366,0.0,0.0,0.2041,0.0,0.3391,0.0
icsgnn,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.1660300136425648,0.20445653576762993,3.518367552757263,35.539066189467306,0.3389084318978712,0.0,0.0,0.6306,0.0,0.7734,0.0
qdgnn,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.6615279672578446,0.07677855603901365,11.957417249679565,120.78199242100571,0.40013612658018244,0.0,0.0,0.737,0.0,0.8486,0.0
coclep,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.31268758526603,0.09125601234059923,112.35524735450744,1134.9014884293683,0.3002633293811232,0.0,0.0,0.3778,0.0,0.5484,0.0
icsgnn_tanh,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.12428376534788539,0.12398899996532489,3.7344942331314086,37.72216397102434,0.3406186199793592,0.0,0.0,0.6685,0.0,0.8013,0.0
qdgnn_tanh,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.7410641200545702,0.01745821912474367,12.685662293434143,128.13800296398125,0.39680860199965534,0.0,0.0,0.7639,0.0,0.8661,0.0
coclep_tanh,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.33437926330150064,0.145802513882143,112.59036769866944,1137.2764414007013,0.36659825176000593,0.0,0.0,0.2556,0.0,0.4071,0.0
icsgnn_acm,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.7523874488403821,0.015712657808830462,7.459115934371948,75.34460539769644,0.3222526669595391,0.0,0.0,0.8694,0.0,0.9301,0.0
qdgnn_acm,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.49113233287858116,0.17549981164132197,19.502801752090456,196.99799749586316,0.40897616795962677,0.0,0.0,0.5972,0.0,0.7478,0.0
coclep_acm,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.25811732605729876,0.086813890577402,141.51326298713684,1429.426898859968,0.3566865716595203,0.0,0.0,0.3148,0.0,0.4789,0.0
k_core,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0002633744804188609,0.0,0.0,0.2048,0.0,0.34,0.0
k_truss,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.00020155258011072874,0.0,0.0,0.191,0.0,0.3208,0.0
clique,citeseer,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.00017756389919668436,0.0,0.0,0.2172,0.0,0.3569,0.0
icsgnn,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.7046641318124207,0.16519131684836627,8.99675407409668,90.87630377875435,5.579495288738981,0.0,0.0,0.7338,0.0,0.8465,0.0
qdgnn,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.8492775665399238,0.013780004857792473,50.96352050304413,514.7830353842842,5.549553516600281,0.0,0.0,0.8159,0.0,0.8986,0.0
icsgnn_tanh,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.7095817490494296,0.16968216812687803,9.342241430282593,94.36607505335952,5.803951035721693,0.0,0.0,0.7324,0.0,0.8455,0.0
qdgnn_tanh,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.8383016476552598,0.08094623136666802,50.472520756721494,509.82344198708586,5.30502141129924,0.0,0.0,0.8379,0.0,0.9118,0.0
icsgnn_acm,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.8943979721166032,0.00568983030533767,18.23960120677948,184.23839602807556,5.613042873621453,0.0,0.0,0.8931,0.0,0.9435,0.0
qdgnn_acm,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.785424588086185,0.08212906241659217,61.242090463638306,618.6069743801849,5.603078968559857,0.0,0.0,0.84,0.0,0.913,0.0
k_core,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.001065496860537678,0.0,0.0,0.3883,0.0,0.5594,0.0
k_truss,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0011755815986543893,0.0,0.0,0.3359,0.0,0.5028,0.0
clique,pubmed,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0010664061782881618,0.0,0.0,0.3648,0.0,0.5346,0.0
k_core,reddit,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.010032028460409492,0.0,0.0,0.1138,0.0,0.2043,0.0
k_truss,reddit,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.01510405054083094,0.0,0.0,0.0669,0.0,0.1254,0.0
