model,dataset_name,variant,structure_info,init_layers_X,hidden,layers,hops,fixed_splits,resnet,layer_norm,att_hopwise_distinct,fuse_hop,normalization,online_cs,lambda_pen,lambda_2hop,threshold,comm_size,approach,split,lr,weight_decay,dropout,test_mean,test_std,runtime_average,epoch_average,cs_time,cs_nmi,cs_nmi_std,cs_jaccard,cs_jaccard_std,cs_f1,cs_f1_std
coclep_tanh,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.28575047498416717,0.05817778573123164,194.31433339118956,1962.7710443554502,2.3134907867386936,0.0,0.0,0.2055,0.0,0.341,0.0
icsgnn_acm,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.28651044965167827,0.043624318564900164,10.190948319435119,102.93887191348605,2.5344784121611155,0.0,0.0,0.3483,0.0,0.5166,0.0
qdgnn_acm,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.30177327422419253,0.054036231181014825,20.96108877658844,211.72816946048928,2.3694166884804146,0.0,0.0,0.2434,0.0,0.3916,0.0
coclep_acm,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.30747308423052566,0.03400863049982892,210.63083708286285,2127.5842129582106,2.412703418340534,0.0,0.0,0.1959,0.0,0.3276,0.0
k_core,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0005130423395894467,0.0,0.0,0.2028,0.0,0.3372,0.0
k_truss,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0005962933204136789,0.0,0.0,0.229,0.0,0.3726,0.0
clique,film,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.0003649352421052754,0.0,0.0,0.22,0.0,0.3607,0.0
icsgnn,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.2831509846827133,0.1328975380602787,3.5790374994277956,36.15189393361409,1.5470545719610527,0.0,0.0,0.4434,0.0,0.6144,0.0
qdgnn,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.3361050328227571,0.08291570998890181,7.846613621711731,79.25872345163366,1.6396542728785426,0.0,0.0,0.4979,0.0,0.6648,0.0
coclep,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.2645514223194748,0.08988322909137772,244.07594466209412,2465.413582445395,1.5058421637420543,0.0,0.0,0.3724,0.0,0.5427,0.0
icsgnn_tanh,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.2899343544857768,0.1172966536119055,3.5454843997955323,35.81297373530841,1.4566863317787648,0.0,0.0,0.4855,0.0,0.6537,0.0
qdgnn_tanh,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.5417943107221007,0.05057687601993406,7.940742087364197,80.20951603398179,1.571877459080424,0.0,0.0,0.5186,0.0,0.683,0.0
coclep_tanh,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.29059080962800876,0.0697876278523585,243.88454961776733,2463.4802991693673,1.4866234269808047,0.0,0.0,0.3724,0.0,0.5427,0.0
icsgnn_acm,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.5481400437636761,0.0648695937978142,7.78821439743042,78.66883229727698,1.585773905038368,0.0,0.0,0.789,0.0,0.882,0.0
qdgnn_acm,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.4214442013129102,0.05163557437672198,13.377975726127625,135.13106794068307,1.564763300139457,0.0,0.0,0.4034,0.0,0.5749,0.0
coclep_acm,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.27133479212253825,0.06272878394080002,256.1043312549591,2586.912436918779,1.5535395170981063,0.0,0.0,0.4186,0.0,0.5902,0.0
k_core,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.00015378013951703907,0.0,0.0,0.3407,0.0,0.5082,0.0
k_truss,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.00010135069955140352,0.0,0.0,0.5703,0.0,0.7264,0.0
clique,chameleon,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,,,,,0,0,,,0.00012489703949540852,0.0,0.0,0.3683,0.0,0.5383,0.0
icsgnn,squirrel,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.20259365994236314,0.01632169059230085,8.567782473564147,86.54325730872877,8.36832139425911,0.0,0.0,0.3131,0.0,0.4769,0.0
qdgnn,squirrel,1,0,2,1024,2,9,0,1,1,0,mlp,none,signed_cs,1,0.5,0.9,30,distinct_hop,9,0.01,0.001,0.2,0.307492795389049,0.03556208420693216,18.489333868026733,186.7609481618862,9.450119806821458,0.0,0.0,0.2648,0.0,0.4188,0.0
