Timestamp,Run Number,Model,Dataset,Variant,Init Layers X,Structure Info,Hidden,Learning Rate,Weight Decay,Dropout,Layers,Test Mean,Test Std,Runtime Average Time,Epoch Average Time
2024-10-11 04:21:57,0,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0889,0.2666,0.60,60.73
2024-10-11 04:22:03,1,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1780,0.3560,1.19,60.33
2024-10-11 04:22:09,2,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2671,0.4081,1.79,60.43
2024-10-11 04:22:15,3,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3566,0.4367,2.42,61.03
2024-10-11 04:22:21,4,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.4458,0.4458,3.03,61.14
2024-10-11 04:22:27,5,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.5334,0.4356,3.65,61.39
2024-10-11 04:22:33,6,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6215,0.4069,4.26,61.49
2024-10-11 04:22:40,7,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.7107,0.3554,4.89,61.80
2024-10-11 04:22:46,8,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.7994,0.2665,5.54,62.17
2024-10-11 04:22:52,9,acmgcnp,pubmed,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.8879,0.0055,6.14,62.02
2024-10-11 04:20:12,0,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0394,0.1182,0.27,27.05
2024-10-11 04:20:14,1,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0782,0.1564,0.46,23.34
2024-10-11 04:20:16,2,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1186,0.1813,0.66,22.34
2024-10-11 04:20:18,3,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1570,0.1923,0.88,22.14
2024-10-11 04:20:20,4,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1966,0.1967,1.12,22.53
2024-10-11 04:20:23,5,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2354,0.1922,1.34,22.63
2024-10-11 04:20:25,6,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2729,0.1788,1.54,22.20
2024-10-11 04:20:27,7,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3142,0.1574,1.77,22.34
2024-10-11 04:20:29,8,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3549,0.1188,1.99,22.35
2024-10-11 04:20:31,9,acmgcnp,squirrel,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3960,0.0119,2.17,21.97
2024-10-11 04:20:39,0,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0851,0.2552,0.12,12.16
2024-10-11 04:20:40,1,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1711,0.3422,0.20,10.21
2024-10-11 04:20:40,2,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2578,0.3938,0.28,9.57
2024-10-11 04:20:41,3,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3456,0.4234,0.37,9.30
2024-10-11 04:20:42,4,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.4297,0.4298,0.45,9.11
2024-10-11 04:20:43,5,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.5166,0.4219,0.53,9.00
2024-10-11 04:20:44,6,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6028,0.3947,0.62,8.89
2024-10-11 04:20:45,7,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6887,0.3445,0.70,8.89
2024-10-11 04:20:45,8,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.7734,0.2580,0.78,8.80
2024-10-11 04:20:46,9,acmgcnp,cora,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.8575,0.0118,0.88,8.91
2024-10-11 04:20:58,0,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0789,0.2366,0.18,18.22
2024-10-11 04:20:59,1,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1565,0.3130,0.30,15.14
2024-10-11 04:21:00,2,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2355,0.3597,0.41,13.77
2024-10-11 04:21:02,3,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3119,0.3820,0.54,13.60
2024-10-11 04:21:03,4,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3891,0.3891,0.67,13.49
2024-10-11 04:21:04,5,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.4683,0.3825,0.79,13.34
2024-10-11 04:21:05,6,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.5460,0.3575,0.91,13.15
2024-10-11 04:21:07,7,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6262,0.3133,1.04,13.19
2024-10-11 04:21:08,8,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.7053,0.2354,1.18,13.23
2024-10-11 04:21:09,9,acmgcnp,citeseer,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.7849,0.0114,1.29,13.08
2024-10-11 04:19:15,0,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0372,0.1115,0.23,23.51
2024-10-11 04:19:17,1,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0761,0.1522,0.43,21.69
2024-10-11 04:19:19,2,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1154,0.1763,0.61,20.66
2024-10-11 04:19:21,3,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1525,0.1869,0.81,20.37
2024-10-11 04:19:22,4,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1903,0.1904,0.99,19.96
2024-10-11 04:19:24,5,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2270,0.1855,1.20,20.13
2024-10-11 04:19:27,6,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2631,0.1725,1.40,20.19
2024-10-11 04:19:29,7,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2988,0.1498,1.60,20.17
2024-10-11 04:19:31,8,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3366,0.1127,1.80,20.16
2024-10-11 04:19:32,9,acmgcnp,film,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3724,0.0118,1.96,19.78
2024-10-11 04:19:43,0,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0593,0.1779,0.13,13.49
2024-10-11 04:19:44,1,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1225,0.2452,0.25,12.46
2024-10-11 04:19:46,2,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1851,0.2829,0.35,11.76
2024-10-11 04:19:47,3,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2446,0.2998,0.45,11.39
2024-10-11 04:19:47,4,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3059,0.3061,0.55,11.03
2024-10-11 04:19:49,5,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3720,0.3043,0.66,11.07
2024-10-11 04:19:50,6,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.4330,0.2841,0.77,11.10
2024-10-11 04:19:51,7,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.4926,0.2471,0.88,11.10
2024-10-11 04:19:52,8,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.5534,0.1855,0.98,11.00
2024-10-11 04:19:53,9,acmgcnp,chameleon,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6107,0.0233,1.06,10.74
2024-10-11 04:18:12,0,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.0852,0.2557,0.15,15.47
2024-10-11 04:18:14,1,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.1705,0.3410,0.25,12.84
2024-10-11 04:18:14,2,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.2639,0.4037,0.33,11.27
2024-10-11 04:18:15,3,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.3557,0.4363,0.42,10.54
2024-10-11 04:18:16,4,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.4377,0.4388,0.50,10.11
2024-10-11 04:18:17,5,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.5164,0.4235,0.58,9.82
2024-10-11 04:18:18,6,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6082,0.4005,0.66,9.58
2024-10-11 04:18:18,7,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.6967,0.3511,0.74,9.35
2024-10-11 04:18:19,8,acmgcnp,cornell,0.0,1,0,256,0.0100,0.000500,0.2000,1,0.7803,0.2639,0.82,9.18
